Indicator Code,Indicator Name,Topic,Coarse_Topic
SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)",Health: Population: Structure,Health
SP.POP.5054.MA.5Y,"Population ages 50-54, male (% of male population)",Health: Population: Structure,Health
SP.POP.5559.FE.5Y,"Population ages 55-59, female (% of female population)",Health: Population: Structure,Health
SP.POP.5559.MA.5Y,"Population ages 55-59, male (% of male population)",Health: Population: Structure,Health
SP.POP.6064.FE.5Y,"Population ages 60-64, female (% of female population)",Health: Population: Structure,Health
SP.POP.6064.MA.5Y,"Population ages 60-64, male (% of male population)",Health: Population: Structure,Health
SP.POP.6569.FE.5Y,"Population ages 65-69, female (% of female population)",Health: Population: Structure,Health
SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)",Health: Population: Structure,Health
SP.POP.65UP.FE.IN,"Population ages 65 and above, female",Health: Population: Structure,Health
SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",Health: Population: Structure,Health
SP.POP.65UP.MA.IN,"Population ages 65 and above, male",Health: Population: Structure,Health
SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",Health: Population: Structure,Health
SP.POP.65UP.TO,"Population ages 65 and above, total",Health: Population: Structure,Health
SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),Health: Population: Structure,Health
SP.POP.7074.FE.5Y,"Population ages 70-74, female (% of female population)",Health: Population: Structure,Health
SP.POP.7074.MA.5Y,"Population ages 70-74, male (% of male population)",Health: Population: Structure,Health
SP.POP.7579.FE.5Y,"Population ages 75-79, female (% of female population)",Health: Population: Structure,Health
SP.POP.7579.MA.5Y,"Population ages 75-79, male (% of male population)",Health: Population: Structure,Health
SP.POP.80UP.FE.5Y,"Population ages 80 and above, female (% of female population)",Health: Population: Structure,Health
SP.POP.80UP.MA.5Y,"Population ages 80 and above, male (% of male population)",Health: Population: Structure,Health
SP.POP.BRTH.MF,Sex ratio at birth (male births per female births),Health: Population: Structure,Health
SP.POP.DPND,Age dependency ratio (% of working-age population),Health: Population: Dynamics,Health
SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)",Health: Population: Dynamics,Health
SP.POP.DPND.YG,"Age dependency ratio, young (% of working-age population)",Health: Population: Dynamics,Health
SP.POP.GROW,Population growth (annual %),Health: Population: Dynamics,Health
SP.POP.SCIE.RD.P6,Researchers in R&D (per million people),Infrastructure: Technology,Infrastructure & Technology
SP.POP.TECH.RD.P6,Technicians in R&D (per million people),Infrastructure: Technology,Infrastructure & Technology
SP.POP.TOTL,"Population, total",Health: Population: Structure,Health
SP.POP.TOTL.FE.IN,"Population, female",Health: Population: Structure,Health
SP.POP.TOTL.FE.ZS,"Population, female (% of total population)",Health: Population: Structure,Health
SP.POP.TOTL.MA.IN,"Population, male",Health: Population: Structure,Health
SP.POP.TOTL.MA.ZS,"Population, male (% of total population)",Health: Population: Structure,Health
SP.REG.BRTH.FE.ZS,"Completeness of birth registration, female (%)",Health: Population: Dynamics,Health
SP.REG.BRTH.MA.ZS,"Completeness of birth registration, male (%)",Health: Population: Dynamics,Health
SP.REG.BRTH.RU.ZS,"Completeness of birth registration, rural (%)",Health: Population: Dynamics,Health
SP.REG.BRTH.UR.ZS,"Completeness of birth registration, urban (%)",Health: Population: Dynamics,Health
SP.REG.BRTH.ZS,Completeness of birth registration (%),Health: Population: Dynamics,Health
SP.REG.DTHS.ZS,Completeness of death registration with cause-of-death information (%),Health: Population: Dynamics,Health
SP.RUR.TOTL,Rural population,Environment: Density & urbanization,Environment & Climate
SP.RUR.TOTL.ZG,Rural population growth (annual %),Environment: Density & urbanization,Environment & Climate
SP.RUR.TOTL.ZS,Rural population (% of total population),Environment: Density & urbanization,Environment & Climate
SP.URB.GROW,Urban population growth (annual %),Environment: Density & urbanization,Environment & Climate
SP.URB.TOTL,Urban population,Environment: Density & urbanization,Environment & Climate
SP.URB.TOTL.IN.ZS,Urban population (% of total population),Environment: Density & urbanization,Environment & Climate
SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49),Health: Reproductive health,Health
ST.INT.ARVL,"International tourism, number of arrivals",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.DPRT,"International tourism, number of departures",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.RCPT.CD,"International tourism, receipts (current US$)",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.RCPT.XP.ZS,"International tourism, receipts (% of total exports)",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.TRNR.CD,"International tourism, receipts for passenger transport items (current US$)",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.TRNX.CD,"International tourism, expenditures for passenger transport items (current US$)",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.TVLR.CD,"International tourism, receipts for travel items (current US$)",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.TVLX.CD,"International tourism, expenditures for travel items (current US$)",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.XPND.CD,"International tourism, expenditures (current US$)",Private Sector & Trade: Travel & tourism,Economy & Finance
ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)",Private Sector & Trade: Travel & tourism,Economy & Finance
TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP),Private Sector & Trade: Total merchandise trade,Economy & Finance
TM.QTY.MRCH.XD.WD,Import volume index (2015 = 100),Trade,Economy & Finance
TM.TAX.MANF.BC.ZS,"Binding coverage, manufactured products (%)",Trade,Economy & Finance
TM.TAX.MANF.BR.ZS,"Bound rate, simple mean, manufactured products (%)",Trade,Economy & Finance
TM.TAX.MANF.IP.ZS,"Share of tariff lines with international peaks, manufactured products (%)",Trade,Economy & Finance
TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)",Trade,Economy & Finance
TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)",Trade,Economy & Finance
TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)",Trade,Economy & Finance
TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)",Trade,Economy & Finance
TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",Trade,Economy & Finance
TM.TAX.MRCH.BC.ZS,"Binding coverage, all products (%)",Trade,Economy & Finance
TM.TAX.MRCH.BR.ZS,"Bound rate, simple mean, all products (%)",Trade,Economy & Finance
TM.TAX.MRCH.IP.ZS,"Share of tariff lines with international peaks, all products (%)",Trade,Economy & Finance
TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",Trade,Economy & Finance
TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)",Trade,Economy & Finance
TM.TAX.MRCH.SR.ZS,"Share of tariff lines with specific rates, all products (%)",Trade,Economy & Finance
TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)",Trade,Economy & Finance
TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)",Trade,Economy & Finance
TM.TAX.TCOM.BC.ZS,"Binding coverage, primary products (%)",Trade,Economy & Finance
TM.TAX.TCOM.BR.ZS,"Bound rate, simple mean, primary products (%)",Trade,Economy & Finance
TM.TAX.TCOM.IP.ZS,"Share of tariff lines with international peaks, primary products (%)",Trade,Economy & Finance
TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)",Trade,Economy & Finance
TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)",Trade,Economy & Finance
TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)",Trade,Economy & Finance
TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)",Trade,Economy & Finance
TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)",Trade,Economy & Finance
TM.UVI.MRCH.XD.WD,Import unit value index (2015 = 100),Private Sector & Trade: Trade price indices,Economy & Finance
TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.FOOD.ZS.UN,Food imports (% of merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.FUEL.ZS.UN,Fuel imports (% of merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.ICTG.ZS.UN,ICT goods imports (% total goods imports),Infrastructure: Communications,Infrastructure & Technology
TM.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MANF.ZS.UN,Manufactures imports (% of merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MMTL.ZS.UN,Ores and metals imports (% of merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.CD.WT,Merchandise imports (current US$),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.R2.ZS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.R3.ZS,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.R4.ZS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.R5.ZS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.R6.ZS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.WR.ZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.MRCH.XD.WD,Import value index (2015 = 100),Trade,Economy & Finance
TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)",Private Sector & Trade: Imports,Economy & Finance
TM.VAL.SERV.CD.WT,Commercial service imports (current US$),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.TRAN.ZS.WT,Transport services (% of commercial service imports),Private Sector & Trade: Imports,Economy & Finance
TM.VAL.TRVL.ZS.WT,Travel services (% of commercial service imports),Private Sector & Trade: Imports,Economy & Finance
TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2015 = 100),Trade,Economy & Finance
TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports),Infrastructure: Technology,Infrastructure & Technology
